ID, DateTimeUTC, TapType, StopId, CompanyId, BusID, PAN
147, 27-06-2023 16:30:00, ON, Stop1, Company1, Bus36,4444333322221110
148, 28-06-2023 16:35:00, OFF, Stop1, Company2, Bus46,4917610000000000
149, 28-06-2023 16:40:00, OFF, Stop2, Company2, Bus46,4917610000000000
150, 28-06-2023 16:30:00, OFF, Stop2, Company3, Bus57,5555555555554444
151, 29-06-2023 16:30:00, OFF, Stop1, Company3, Bus57,5555555555554444
152, 29-06-2023 16:35:00, ON, Stop1, Company1, Bus36,5454545454545454
153, 29-06-2023 16:40:00, OFF, Stop2, Company2, Bus46,5454545454545454
154, 30-06-2023 16:30:00, OFF, Stop2, Company3, Bus58,5555555555554444
155, 30-06-2023 16:35:00, OFF, Stop1, Company1, Bus36,5454545454545454
156, 30-06-2023 16:40:00, ON, Stop1, Company1, Bus36,5454545454545454
157, 22-07-2023 13:00:00, OFF, Stop1, Company2, Bus46,4111111111111110
158, 22-07-2023 13:05:00, OFF, Stop2, Company2, Bus46,4111111111111110
159, 22-07-2023 09:20:00, OFF, Stop2, Company3, Bus57,5500005555555559
160, 23-07-2023 08:00:00, ON, Stop1, Company3, Bus57,4444333322221110
161, 23-07-2023 08:02:00, OFF, Stop2, Company1, Bus36,5555555555554444
162, 24-07-2023 16:30:00, OFF, Stop2, Company2, Bus46,5555555555554444
163, 24-07-2023 16:30:00, OFF, Stop1, Company2, Bus46,5454545454545454
164, 24-07-2023 16:35:00, ON, Stop1, Company3, Bus57,5454545454545454
165, 24-07-2023 16:40:00, OFF, Stop1, Company3, Bus57,5555555555554444
166, 25-07-2023 16:30:00, OFF, Stop2, Company1, Bus36,5454545454545454
167, 25-07-2023 16:30:00, OFF, Stop2, Company2, Bus46,5454545454545454
168, 25-07-2023 16:35:00, ON, Stop1, Company3, Bus57,4111111111111110
169, 25-07-2023 16:40:00, ON, Stop2, Company1, Bus36,4111111111111110
170, 26-07-2023 08:00:00, OFF, Stop1, Company1, Bus36,5500005555555559
171, 26-07-2023 08:02:00, ON, Stop1, Company2, Bus46,4444333322221110
172, 27-07-2023 16:30:00, ON, Stop2, Company2, Bus46,4917610000000000
173, 27-07-2023 16:30:00, OFF, Stop2, Company3, Bus57,5555555555554444
174, 28-07-2023 16:35:00, OFF, Stop3, Company3, Bus57,5555555555554444
175, 28-07-2023 16:40:00, OFF, Stop1, Company1, Bus36,5454545454545454
176, 28-07-2023 16:30:00, ON, Stop1, Company2, Bus46,5454545454545454
177, 29-07-2023 16:30:00, OFF, Stop2, Company2, Bus46,5555555555554444
178, 29-07-2023 16:35:00, OFF, Stop2, Company2, Bus47,5454545454545454
179, 29-07-2023 16:40:00, OFF, Stop1, Company3, Bus58,5454545454545454
180, 30-07-2023 16:30:00, OFF, Stop2, Company3, Bus58,4111111111111110
181, 30-07-2023 16:35:00, OFF, Stop2, Company1, Bus36,4111111111111110
182, 30-07-2023 16:40:00, ON, Stop1, Company1, Bus36,5500005555555559
183, 22-08-2023 13:00:00, OFF, Stop2, Company2, Bus46,4444333322221110
184, 22-08-2023 13:05:00, OFF, Stop1, Company2, Bus46,5555555555554444
185, 22-08-2023 09:20:00, OFF, Stop1, Company3, Bus57,5555555555554444
186, 23-08-2023 08:00:00, ON, Stop2, Company3, Bus57,5454545454545454
187, 23-08-2023 08:02:00, OFF, Stop2, Company1, Bus36,5454545454545454
188, 24-08-2023 16:30:00, OFF, Stop3, Company2, Bus46,5555555555554444
189, 24-08-2023 16:30:00, OFF, Stop1, Company2, Bus46,5454545454545454
190, 24-08-2023 16:35:00, ON, Stop1, Company3, Bus57,5454545454545454
191, 24-08-2023 16:40:00, OFF, Stop2, Company3, Bus57,4111111111111110
192, 25-08-2023 16:30:00, OFF, Stop2, Company1, Bus36,4111111111111110
193, 25-08-2023 16:30:00, OFF, Stop1, Company2, Bus46,5500005555555559
194, 25-08-2023 16:35:00, OFF, Stop1, Company3, Bus58,4444333322221110
195, 25-08-2023 16:40:00, ON, Stop1, Company1, Bus36,4917610000000000
196, 26-08-2023 08:00:00, OFF, Stop2, Company1, Bus36,5555555555554444
197, 26-08-2023 08:02:00, OFF, Stop2, Company2, Bus47,5555555555554444
198, 27-08-2023 16:30:00, OFF, Stop1, Company3, Bus58,5454545454545454
199, 27-08-2023 16:30:00, OFF, Stop1, Company3, Bus58,5454545454545454
200, 28-08-2023 16:35:00, ON, Stop2, Company1, Bus36,5555555555554444
201, 28-08-2023 16:40:00, ON, Stop2, Company1, Bus36,5454545454545454
202, 28-08-2023 16:30:00, OFF, Stop3, Company2, Bus46,5454545454545454
203, 29-08-2023 16:30:00, OFF, Stop1, Company2, Bus46,4111111111111110
204, 29-08-2023 16:35:00, OFF, Stop1, Company3, Bus57,4111111111111110
205, 29-08-2023 16:40:00, ON, Stop2, Company3, Bus57,5500005555555559
206, 30-08-2023 16:30:00, OFF, Stop1, Company1, Bus36,4444333322221110
207, 30-08-2023 16:35:00, OFF, Stop2, Company2, Bus46,5555555555554444
208, 30-08-2023 16:40:00, OFF, Stop1, Company2, Bus46,5555555555554444
209, 22-09-2023 13:00:00, OFF, Stop1, Company3, Bus57,5454545454545454
210, 22-09-2023 13:05:00, ON, Stop2, Company3, Bus57,5454545454545454
211, 22-09-2023 09:20:00, OFF, Stop2, Company1, Bus36,5555555555554444
212, 23-09-2023 08:00:00, OFF, Stop3, Company2, Bus46,5454545454545454
213, 23-09-2023 08:02:00, OFF, Stop1, Company3, Bus58,5454545454545454
214, 24-09-2023 16:30:00, ON, Stop1, Company1, Bus36,4111111111111110
215, 24-09-2023 16:30:00, OFF, Stop2, Company1, Bus36,4111111111111110
216, 24-09-2023 16:35:00, OFF, Stop2, Company1, Bus36,5500005555555559
217, 24-09-2023 16:40:00, OFF, Stop1, Company2, Bus46,4444333322221110
218, 25-09-2023 16:30:00, OFF, Stop1, Company3, Bus58,4111111111111110
219, 25-09-2023 16:30:00, ON, Stop1, Company1, Bus36,5500005555555559
220, 25-09-2023 16:35:00, ON, Stop2, Company1, Bus36,4444333322221110
